university,gpa,country,timezone,submission_duration_min,position_applied,years_experience,technical_skills_count,soft_skills_count,resume_file_size_kb,device_type,referral_source,is_fraudulent,email_username_length,has_suspicious_domain,name_length_ratio,suspicious_ip,submission_speed,application_hour,is_night_hour,application_dayofweek,application_month
Tech Institute,3.49,UK,CET,23,Research Assistant,1,2,3,403,Mac Safari,University,False,13,0,0.45,0,11.5,10,0,6,4
Community College,3.79,Unknown,,5,Research Assistant,5,7,7,21,Automated Script,Unknown,True,6,1,0.7,1,0.7142857142857143,0,1,5,3
International University,3.39,Brazil,IST,65,Business Analyst Intern,1,2,4,118,Mobile iOS,University,False,14,0,0.5,0,32.5,14,0,1,1
Liberal Arts College,3.99,Brazil,,8,Research Assistant,7,9,5,24,Automated Script,Direct,True,18,0,0.8,1,0.8888888888888888,4,1,6,3
International University,3.35,UK,EST,104,Data Science Intern,2,2,2,459,Windows Chrome,LinkedIn,False,15,0,0.55,0,52.0,15,0,3,2
Online University,3.4,Canada,PST,51,Marketing Intern,0,2,4,468,Windows Firefox,Company Website,False,13,0,0.45,0,25.5,10,0,5,3
Liberal Arts College,3.93,USA,CST,118,Research Assistant,1,5,3,242,Mac Safari,LinkedIn,False,13,0,0.45,0,23.6,11,0,6,4
International University,3.22,Canada,PST,111,Research Assistant,2,5,4,309,Mobile iOS,Job Portal,False,15,0,0.55,0,22.2,11,0,1,3
Liberal Arts College,3.96,UK,IST,56,Data Science Intern,2,5,2,395,Mac Safari,Job Portal,False,14,0,0.5,0,11.2,13,0,1,1
Tech Institute,3.6,USA,CST,109,Research Assistant,1,5,2,345,Mac Safari,Company Website,False,14,0,0.5,0,21.8,11,0,6,6
International University,3.94,USA,PST,59,Data Science Intern,2,2,2,241,Mac Safari,Company Website,False,14,0,0.5,0,29.5,10,0,5,1
Liberal Arts College,3.05,Australia,CST,84,Business Analyst Intern,0,2,3,164,Mac Safari,University,False,14,0,0.5,0,42.0,17,0,4,6
Liberal Arts College,3.04,China,GMT,76,Business Analyst Intern,2,2,3,286,Windows Firefox,University,False,15,0,0.55,0,38.0,16,0,3,1
International University,3.65,Brazil,GMT,88,Data Science Intern,1,3,3,140,Windows Chrome,University,False,16,0,0.6,0,29.33333333333333,12,0,2,3
Online University,3.28,Brazil,CST,40,Research Assistant,0,2,3,95,Windows Firefox,Company Website,False,13,0,0.45,0,20.0,10,0,5,3
Community College,3.12,China,GMT,52,Software Developer Intern,1,4,3,271,Windows Firefox,LinkedIn,False,14,0,0.5,0,13.0,11,0,5,4
State University,3.83,Australia,UTC,4,Research Assistant,5,6,8,78,Unknown Browser,Direct,True,12,1,0.55,0,0.6666666666666666,19,0,1,3
Online University,3.39,Canada,PST,48,Data Science Intern,0,2,3,453,Mac Safari,University,False,13,0,0.45,0,24.0,14,0,1,6
International University,2.89,Germany,EST,118,Business Analyst Intern,1,2,3,388,Mac Safari,LinkedIn,False,12,0,0.45,0,59.0,17,0,5,6
Tech Institute,3.33,Germany,EST,73,Software Developer Intern,1,4,4,401,Windows Chrome,Company Website,False,13,0,0.45,0,18.25,11,0,2,1
State University,3.4,Brazil,GMT,23,Data Science Intern,2,4,3,255,Mobile iOS,LinkedIn,False,14,0,0.5,0,5.75,14,0,6,5
Liberal Arts College,3.51,India,EST,41,Research Assistant,0,2,2,100,Windows Chrome,LinkedIn,False,14,0,0.5,0,20.5,14,0,0,3
State University,3.0,Canada,CET,81,Research Assistant,0,5,3,345,Mobile iOS,University,False,14,0,0.5,0,16.2,14,0,4,4
Tech Institute,3.77,UK,,3,Business Analyst Intern,8,6,7,80,Automated Script,Direct,True,15,0,0.65,1,0.5,15,0,3,5
Online University,3.42,Germany,EST,80,Business Analyst Intern,2,2,4,118,Mobile iOS,Company Website,False,15,0,0.55,0,40.0,11,0,1,2
State University,2.86,Germany,CST,119,Marketing Intern,0,3,3,229,Windows Firefox,Company Website,False,14,0,0.5,0,39.66666666666666,16,0,3,5
Online University,3.56,UK,CET,93,Software Developer Intern,2,4,4,393,Mobile iOS,Job Portal,False,17,0,0.65,0,23.25,14,0,5,1
Liberal Arts College,3.83,India,IST,52,Marketing Intern,1,5,4,430,Mobile iOS,Job Portal,False,13,0,0.45,0,10.4,17,0,2,6
Liberal Arts College,3.33,UK,EST,103,Business Analyst Intern,0,5,2,414,Windows Firefox,LinkedIn,False,13,0,0.45,0,20.6,13,0,0,6
State University,3.39,China,IST,30,Business Analyst Intern,1,2,4,456,Windows Firefox,University,False,13,0,0.45,0,15.0,14,0,4,5
Community College,3.89,Australia,IST,52,Software Developer Intern,0,4,2,121,Mobile iOS,Job Portal,False,14,0,0.5,0,13.0,14,0,6,6
State University,3.87,USA,CET,29,Data Science Intern,1,2,3,271,Mac Safari,University,False,14,0,0.5,0,14.5,15,0,1,2
Tech Institute,3.11,Germany,GMT,43,Marketing Intern,0,5,2,182,Windows Chrome,Company Website,False,15,0,0.55,0,8.6,11,0,3,2
Online University,3.45,USA,PST,21,Research Assistant,2,5,2,353,Windows Chrome,Company Website,False,14,0,0.5,0,4.2,14,0,2,4
Online University,3.11,Germany,CET,79,Research Assistant,1,3,3,470,Windows Chrome,LinkedIn,False,14,0,0.5,0,26.33333333333333,16,0,6,4
Community College,4.01,,Unknown,3,Marketing Intern,5,7,6,99,Automated Script,Direct,True,15,0,0.5,1,0.4285714285714285,5,1,4,1
Community College,3.47,Australia,CST,37,Software Developer Intern,1,5,3,101,Windows Chrome,Job Portal,False,14,0,0.5,0,7.4,10,0,0,4
State University,3.89,India,GMT,117,Software Developer Intern,2,5,3,388,Windows Chrome,Job Portal,False,14,0,0.5,0,23.4,15,0,5,5
Online University,3.74,Multiple,UTC,7,Business Analyst Intern,7,10,6,18,Automated Script,,True,14,0,0.45,1,0.7,13,0,0,2
Tech Institute,3.61,Canada,IST,45,Software Developer Intern,0,2,4,351,Windows Firefox,University,False,14,0,0.5,0,22.5,14,0,1,4
Community College,3.59,Brazil,GMT,86,Business Analyst Intern,1,3,2,387,Mac Safari,LinkedIn,False,13,0,0.45,0,28.666666666666668,15,0,4,3
State University,3.68,USA,EST,53,Research Assistant,1,2,3,295,Mac Safari,LinkedIn,False,17,0,0.65,0,26.5,14,0,1,3
State University,3.6,Canada,Unknown,10,Data Science Intern,6,8,5,89,Windows Chrome,Unknown,True,12,1,0.55,0,1.25,16,0,3,6
Tech Institute,3.89,Australia,CST,99,Data Science Intern,2,4,3,131,Windows Chrome,Job Portal,False,14,0,0.5,0,24.75,9,0,6,6
Online University,3.67,Australia,UTC,9,Marketing Intern,7,7,7,83,Automated Script,Direct,True,17,0,0.85,1,1.2857142857142858,20,0,3,3
State University,3.47,Germany,EST,78,Business Analyst Intern,2,5,2,54,Mobile iOS,Company Website,False,14,0,0.5,0,15.6,14,0,4,2
No University,1.23,UK,,10,Data Science Intern,2,8,7,59,Windows Chrome,,True,11,0,0.6,0,1.25,17,0,6,6
Fake University,3.37,China,UTC,7,Software Developer Intern,5,7,5,38,Windows Chrome,Direct,True,10,0,0.55,0,1.0,8,0,4,1
No University,1.44,Australia,Unknown,6,Marketing Intern,9,7,6,91,Windows Chrome,Unknown,True,11,0,0.6,0,0.8571428571428571,13,0,6,4
Online University,3.67,Unknown,Unknown,3,Business Analyst Intern,7,6,7,60,Automated Script,Direct,True,6,1,0.7,1,0.5,0,1,5,1
International University,3.05,India,IST,102,Research Assistant,1,3,4,252,Windows Firefox,Company Website,False,13,0,0.45,0,34.0,13,0,6,1
Liberal Arts College,3.08,India,EST,100,Marketing Intern,2,3,3,479,Windows Chrome,Company Website,False,17,0,0.65,0,33.333333333333336,9,0,2,5
Liberal Arts College,3.84,China,EST,29,Marketing Intern,2,4,2,130,Windows Firefox,Job Portal,False,13,0,0.5,0,7.25,14,0,1,5
No University,1.07,,,6,Data Science Intern,8,7,6,83,Unknown Browser,,True,8,0,0.6,0,0.8571428571428571,13,0,5,2
Liberal Arts College,3.83,China,UTC,10,Data Science Intern,8,7,6,96,Unknown Browser,Direct,True,13,1,0.6,0,1.4285714285714286,12,0,3,1
State University,3.58,Germany,PST,22,Data Science Intern,1,3,3,334,Mac Safari,Job Portal,False,16,0,0.6,0,7.333333333333333,14,0,5,4
State University,3.95,Canada,EST,26,Software Developer Intern,2,5,4,277,Windows Chrome,Company Website,False,14,0,0.5,0,5.2,16,0,1,3
International University,3.24,Brazil,EST,89,Business Analyst Intern,0,5,3,72,Windows Firefox,LinkedIn,False,14,0,0.5,0,17.8,13,0,0,4
Liberal Arts College,3.48,Australia,CET,54,Data Science Intern,1,5,2,231,Windows Chrome,University,False,13,0,0.45,0,10.8,9,0,1,6
Community College,3.43,Canada,EST,31,Business Analyst Intern,2,2,2,240,Windows Chrome,University,False,17,0,0.65,0,15.5,13,0,0,1
Community College,3.06,Brazil,CST,61,Marketing Intern,1,2,3,72,Mac Safari,Job Portal,False,16,0,0.6,0,30.5,10,0,4,5
Tech Institute,3.77,Brazil,IST,85,Software Developer Intern,0,5,4,53,Mobile iOS,Job Portal,False,14,0,0.5,0,17.0,16,0,4,2
State University,3.87,Germany,GMT,114,Software Developer Intern,0,3,2,167,Mobile iOS,University,False,17,0,0.65,0,38.0,14,0,0,2
State University,3.18,China,CST,57,Data Science Intern,1,4,2,181,Mac Safari,LinkedIn,False,14,0,0.5,0,14.25,10,0,3,1
Liberal Arts College,3.9,Canada,EST,83,Research Assistant,2,3,3,227,Mac Safari,Job Portal,False,14,0,0.5,0,27.666666666666668,11,0,3,6
Tech Institute,2.81,USA,CET,44,Research Assistant,1,4,2,457,Windows Chrome,University,False,14,0,0.5,0,11.0,13,0,3,3
Online University,3.71,India,CET,116,Research Assistant,1,4,2,82,Mac Safari,Company Website,False,16,0,0.6,0,29.0,12,0,3,5
Community College,3.79,Australia,,2,Software Developer Intern,5,6,8,93,Automated Script,Unknown,True,6,1,0.7,1,0.3333333333333333,0,1,1,6
State University,3.71,Brazil,EST,29,Software Developer Intern,3,5,2,305,Mac Safari,Company Website,False,17,0,0.65,0,5.8,12,0,3,5
Tech Institute,3.62,Unknown,UTC,10,Business Analyst Intern,6,6,8,84,Windows Chrome,Direct,True,12,1,0.55,0,1.6666666666666667,20,0,6,6
Community College,3.39,USA,EST,20,Research Assistant,3,4,4,269,Mobile iOS,Company Website,False,13,0,0.45,0,5.0,17,0,5,2
Online University,4.09,Australia,CST,112,Business Analyst Intern,0,5,2,470,Windows Chrome,LinkedIn,False,15,0,0.55,0,22.4,12,0,6,6
State University,3.12,USA,IST,94,Data Science Intern,0,5,4,393,Mac Safari,University,False,15,0,0.6,0,18.8,12,0,3,6
No University,3.01,Canada,Unknown,7,Research Assistant,10,10,8,52,Unknown Browser,Unknown,True,8,0,0.45,0,0.7,6,1,4,5
Liberal Arts College,3.91,Brazil,,7,Software Developer Intern,7,10,6,72,Unknown Browser,Unknown,True,10,1,0.45,0,0.7,4,1,6,4
State University,3.04,China,GMT,41,Data Science Intern,2,3,2,87,Windows Firefox,Job Portal,False,16,0,0.6,0,13.666666666666666,9,0,5,4
State University,3.87,China,PST,92,Research Assistant,1,4,4,140,Mobile iOS,University,False,14,0,0.5,0,23.0,15,0,3,3
Tech Institute,3.46,Germany,GMT,91,Research Assistant,4,3,4,184,Windows Firefox,Job Portal,False,16,0,0.6,0,30.33333333333333,9,0,0,6
State University,3.21,UK,PST,78,Data Science Intern,3,3,3,371,Windows Chrome,Company Website,False,14,0,0.5,0,26.0,13,0,5,2
Liberal Arts College,3.44,Canada,EST,75,Business Analyst Intern,0,2,2,255,Mobile iOS,Company Website,False,14,0,0.5,0,37.5,10,0,1,1
Liberal Arts College,4.0,,UTC,1,Research Assistant,8,7,5,11,Automated Script,Unknown,True,6,1,0.7,1,0.1428571428571428,0,1,4,1
Community College,3.62,Australia,PST,63,Research Assistant,0,5,2,388,Windows Chrome,LinkedIn,False,15,0,0.55,0,12.6,9,0,2,5
Liberal Arts College,3.61,Australia,CST,71,Software Developer Intern,0,5,4,233,Mobile iOS,Company Website,False,15,0,0.55,0,14.2,15,0,3,3
International University,3.13,UK,EST,24,Software Developer Intern,3,5,4,139,Windows Chrome,Company Website,False,13,0,0.45,0,4.8,17,0,5,5
Tech Institute,3.17,Germany,GMT,46,Marketing Intern,0,3,3,444,Mac Safari,LinkedIn,False,17,0,0.65,0,15.333333333333334,11,0,5,5
State University,3.54,USA,GMT,34,Business Analyst Intern,0,4,2,142,Mobile iOS,Job Portal,False,15,0,0.55,0,8.5,16,0,2,1
State University,3.57,Germany,CST,50,Business Analyst Intern,0,5,2,419,Windows Chrome,University,False,16,0,0.6,0,10.0,10,0,4,4
State University,3.59,USA,IST,20,Marketing Intern,3,3,2,69,Windows Firefox,Company Website,False,13,0,0.5,0,6.666666666666667,13,0,6,2
Tech Institute,3.34,USA,EST,80,Business Analyst Intern,0,3,2,221,Windows Firefox,LinkedIn,False,12,0,0.45,0,26.666666666666668,9,0,3,5
Community College,2.97,UK,PST,56,Marketing Intern,1,3,2,137,Windows Firefox,Job Portal,False,13,0,0.45,0,18.666666666666668,9,0,3,6
Tech Institute,3.45,China,CET,93,Business Analyst Intern,1,5,3,192,Mac Safari,Job Portal,False,16,0,0.6,0,18.6,11,0,2,6
Community College,3.46,Brazil,GMT,90,Research Assistant,1,4,2,364,Mac Safari,Job Portal,False,14,0,0.5,0,22.5,10,0,4,6
International University,3.87,Canada,UTC,5,Data Science Intern,8,9,5,38,Automated Script,Unknown,True,6,1,0.7,1,0.5555555555555556,0,1,2,3
State University,2.99,Australia,IST,48,Research Assistant,1,5,2,488,Windows Firefox,University,False,13,0,0.45,0,9.6,9,0,1,5
International University,3.52,USA,CST,120,Business Analyst Intern,1,2,3,500,Windows Chrome,LinkedIn,False,16,0,0.6,0,60.0,17,0,1,1
Community College,2.78,Brazil,GMT,78,Research Assistant,1,4,2,304,Mobile iOS,University,False,13,0,0.45,0,19.5,10,0,4,3
Liberal Arts College,3.67,,,2,Research Assistant,7,7,6,13,Windows Chrome,Direct,True,12,1,0.55,0,0.2857142857142857,7,0,0,1
Community College,3.24,Canada,PST,88,Business Analyst Intern,2,2,4,283,Mobile iOS,University,False,14,0,0.5,0,44.0,16,0,5,4
State University,3.54,UK,PST,119,Research Assistant,1,5,3,228,Mobile iOS,Company Website,False,15,0,0.55,0,23.8,13,0,4,1
Liberal Arts College,3.57,India,EST,36,Data Science Intern,1,3,4,268,Mobile iOS,University,False,13,0,0.45,0,12.0,17,0,0,3
International University,3.18,China,CST,24,Data Science Intern,1,5,2,262,Mac Safari,University,False,13,0,0.45,0,4.8,11,0,4,3
International University,3.38,USA,PST,96,Marketing Intern,1,3,4,321,Mac Safari,Company Website,False,14,0,0.5,0,32.0,17,0,6,3
Tech Institute,3.51,Brazil,PST,70,Business Analyst Intern,0,2,4,374,Mac Safari,Company Website,False,16,0,0.6,0,35.0,15,0,3,1
Tech Institute,3.78,UK,IST,111,Business Analyst Intern,2,4,2,212,Windows Firefox,LinkedIn,False,14,0,0.5,0,27.75,12,0,0,5
Online University,3.42,India,PST,75,Business Analyst Intern,1,5,2,89,Windows Firefox,Company Website,False,15,0,0.6,0,15.0,16,0,2,2
Online University,3.0,China,CET,60,Data Science Intern,1,2,3,403,Mac Safari,Company Website,False,13,0,0.45,0,30.0,13,0,3,5
International University,3.8,China,UTC,9,Business Analyst Intern,6,7,6,87,Unknown Browser,Direct,True,12,1,0.55,0,1.2857142857142858,1,1,1,5
Online University,3.49,China,GMT,102,Marketing Intern,3,3,3,390,Mac Safari,Company Website,False,13,0,0.45,0,34.0,13,0,5,4
Tech Institute,3.02,Germany,PST,69,Data Science Intern,1,2,4,78,Mac Safari,Job Portal,False,16,0,0.6,0,34.5,9,0,4,4
State University,3.54,Canada,GMT,84,Marketing Intern,3,5,2,461,Mobile iOS,University,False,16,0,0.6,0,16.8,13,0,4,1
Online University,3.37,Australia,IST,106,Software Developer Intern,1,2,2,471,Mac Safari,Job Portal,False,13,0,0.45,0,53.0,9,0,3,6
Community College,3.61,USA,CET,82,Software Developer Intern,3,3,4,418,Mac Safari,University,False,14,0,0.5,0,27.33333333333333,10,0,6,3
International University,3.54,Germany,PST,67,Marketing Intern,1,5,4,342,Mobile iOS,Company Website,False,14,0,0.5,0,13.4,12,0,1,4
State University,3.4,Canada,EST,58,Business Analyst Intern,4,2,3,495,Mobile iOS,Company Website,False,14,0,0.5,0,29.0,14,0,2,4
Online University,3.7,Brazil,CST,97,Research Assistant,1,5,4,491,Windows Firefox,LinkedIn,False,16,0,0.6,0,19.4,10,0,5,4
International University,3.42,Canada,EST,83,Business Analyst Intern,2,5,3,215,Windows Firefox,Company Website,False,17,0,0.65,0,16.6,13,0,3,2
International University,3.6,UK,CST,105,Research Assistant,3,2,3,302,Mobile iOS,LinkedIn,False,14,0,0.5,0,52.5,10,0,1,6
Community College,3.83,Brazil,IST,120,Software Developer Intern,0,2,2,56,Windows Firefox,Company Website,False,14,0,0.5,0,60.0,14,0,1,2
Online University,3.24,UK,PST,69,Marketing Intern,2,5,2,373,Mac Safari,LinkedIn,False,14,0,0.5,0,13.8,9,0,1,5
International University,3.43,India,CET,80,Data Science Intern,1,3,2,378,Mobile iOS,LinkedIn,False,13,0,0.45,0,26.666666666666668,13,0,4,3
Community College,3.22,Brazil,EST,112,Business Analyst Intern,2,3,4,344,Mobile iOS,Job Portal,False,13,0,0.45,0,37.333333333333336,10,0,3,6
Online University,3.32,Australia,EST,25,Data Science Intern,2,2,2,54,Windows Firefox,LinkedIn,False,14,0,0.5,0,12.5,11,0,4,1
International University,3.39,USA,GMT,53,Marketing Intern,1,5,3,496,Windows Chrome,Company Website,False,13,0,0.45,0,10.6,15,0,0,5
International University,3.82,Brazil,CET,106,Software Developer Intern,0,2,4,471,Mac Safari,Company Website,False,16,0,0.6,0,53.0,10,0,4,4
State University,3.44,China,PST,21,Data Science Intern,0,4,4,146,Windows Firefox,University,False,13,0,0.45,0,5.25,16,0,1,5
Online Degree Mill,1.32,,Unknown,9,Data Science Intern,6,8,6,21,Unknown Browser,,True,10,0,0.55,0,1.125,5,1,1,2
State University,3.35,China,PST,38,Business Analyst Intern,2,4,3,217,Mac Safari,LinkedIn,False,15,0,0.55,0,9.5,17,0,1,2
Liberal Arts College,3.97,China,CET,73,Data Science Intern,1,4,3,327,Mac Safari,University,False,13,0,0.45,0,18.25,13,0,4,3
Online Degree Mill,3.12,India,UTC,10,Marketing Intern,8,10,8,97,Unknown Browser,Unknown,True,11,0,0.6,0,1.0,6,1,2,1
State University,3.22,USA,PST,69,Marketing Intern,1,4,4,180,Mac Safari,University,False,15,0,0.55,0,17.25,16,0,4,6
Liberal Arts College,4.13,Brazil,PST,91,Software Developer Intern,1,2,3,384,Windows Firefox,Job Portal,False,17,0,0.65,0,45.5,11,0,3,4
State University,3.85,Germany,Unknown,7,Research Assistant,8,6,7,87,Automated Script,,True,15,0,0.5,1,1.1666666666666667,9,0,5,2
International University,3.64,Canada,GMT,39,Research Assistant,2,5,4,333,Windows Chrome,University,False,17,0,0.65,0,7.8,15,0,6,2
Tech Institute,3.54,,,5,Research Assistant,7,9,6,75,Automated Script,Unknown,True,16,0,0.55,1,0.5555555555555556,6,1,2,4
International University,3.37,Australia,CST,20,Business Analyst Intern,0,3,4,474,Windows Firefox,Company Website,False,14,0,0.5,0,6.666666666666667,16,0,1,5
Community College,3.09,Canada,CET,95,Research Assistant,0,2,3,224,Mobile iOS,Company Website,False,15,0,0.6,0,47.5,16,0,1,6
Online University,3.57,USA,CET,70,Marketing Intern,1,4,4,437,Mac Safari,University,False,15,0,0.55,0,17.5,14,0,6,4
State University,3.85,Australia,CET,102,Business Analyst Intern,2,2,2,445,Windows Chrome,LinkedIn,False,14,0,0.5,0,51.0,17,0,5,1
State University,3.27,UK,PST,38,Software Developer Intern,0,5,3,390,Mac Safari,Company Website,False,15,0,0.55,0,7.6,11,0,2,1
Liberal Arts College,3.39,Germany,IST,102,Data Science Intern,0,5,4,240,Mac Safari,Company Website,False,15,0,0.55,0,20.4,13,0,3,4
Tech Institute,3.79,Unknown,Unknown,8,Business Analyst Intern,7,6,7,38,Windows Chrome,Unknown,True,10,1,0.45,0,1.3333333333333333,3,1,5,4
International University,3.47,USA,GMT,103,Marketing Intern,3,5,3,481,Mac Safari,LinkedIn,False,14,0,0.5,0,20.6,13,0,4,6
Community College,3.47,UK,EST,88,Research Assistant,2,3,4,195,Mobile iOS,University,False,13,0,0.45,0,29.33333333333333,9,0,3,4
Online University,3.16,Australia,CET,29,Marketing Intern,0,3,3,415,Windows Firefox,Company Website,False,16,0,0.6,0,9.666666666666666,10,0,3,2
Community College,3.92,USA,CST,49,Research Assistant,2,3,2,187,Windows Chrome,Company Website,False,16,0,0.6,0,16.333333333333332,11,0,3,1
No University,3.21,UK,,3,Marketing Intern,8,6,6,52,Unknown Browser,Direct,True,11,0,0.75,0,0.5,9,0,1,5
State University,3.82,Germany,UTC,5,Software Developer Intern,8,6,8,84,Automated Script,Direct,True,17,0,0.85,1,0.8333333333333334,9,0,6,1
Liberal Arts College,3.66,India,CET,84,Research Assistant,0,3,2,254,Mobile iOS,University,False,17,0,0.65,0,28.0,14,0,0,6
State University,3.16,USA,PST,77,Business Analyst Intern,0,4,2,250,Mac Safari,Job Portal,False,15,0,0.6,0,19.25,15,0,6,5
Online University,3.91,Canada,PST,85,Software Developer Intern,2,3,4,121,Windows Chrome,LinkedIn,False,16,0,0.6,0,28.33333333333333,17,0,6,4
Online University,3.13,China,CST,62,Data Science Intern,2,2,4,496,Mac Safari,Job Portal,False,15,0,0.55,0,31.0,12,0,5,6
Community College,3.58,Germany,CET,68,Marketing Intern,1,2,2,175,Windows Chrome,University,False,13,0,0.45,0,34.0,9,0,6,5
International University,3.44,Germany,IST,70,Business Analyst Intern,0,2,3,466,Windows Chrome,Job Portal,False,13,0,0.45,0,35.0,15,0,4,6
Online University,3.52,USA,PST,34,Software Developer Intern,0,2,2,412,Mobile iOS,University,False,15,0,0.55,0,17.0,15,0,1,1
Online University,3.07,Brazil,PST,62,Data Science Intern,1,5,3,279,Windows Firefox,Company Website,False,15,0,0.55,0,12.4,9,0,5,5
State University,3.36,China,PST,100,Research Assistant,0,2,3,449,Windows Firefox,University,False,13,0,0.45,0,50.0,15,0,6,6
Community College,3.39,Brazil,CET,38,Marketing Intern,1,4,4,269,Mac Safari,LinkedIn,False,15,0,0.55,0,9.5,10,0,2,1
Online University,3.34,UK,GMT,50,Marketing Intern,1,2,4,252,Mobile iOS,University,False,14,0,0.5,0,25.0,10,0,4,5
Online University,3.12,Germany,CST,85,Research Assistant,2,5,3,280,Mobile iOS,Company Website,False,13,0,0.45,0,17.0,17,0,6,2
